12.617,-0,-0,-0,-0.1,0,0,-0.1
12.746,0,-0,-0,-0,0.1,0,0.1
12.809,0.1,-0.1,0.1,0,0.1,-0.1,0.1
12.907,-0.1,-0.1,0.1,-0.1,0.1,-0.1,0
13.006,-0.1,-0,-0,-0.2,0,-0.1,-0.1
13.101,0,-0.1,-0,-0.1,-0,-0.1,-0.1
13.205,-0,-0,0.1,-0.1,-0,-0.1,-0
13.301,-0.1,-0.1,0.1,-0.1,-0,-0,0
13.4,-0,0,0,0,-0.2,-0,-0.1
13.498,0.2,0.1,0,-0.1,-0.2,-0,-0.2
13.597,0.1,0,0,-0.2,-0.1,0,-0.1
13.7,-0,0,-0.1,-0.2,-0,0,-0.1
13.798,0,0,-0,-0.1,0,0,-0.1
13.897,0.1,-0,-0,0,0,0.1,-0.1
13.993,0.2,0.1,0,-0.1,0,0,-0.1
14.097,0.1,0,0.1,-0,-0,-0.1,-0.2
14.196,0.1,0,0.1,0.1,-0.1,-0.1,-0.2
14.293,0.1,0.1,0,0,0,-0.2,-0.1
14.392,0.1,-0,-0,-0,-0.1,-0.2,-0.1
14.494,-0,-0,0.1,-0,-0.1,-0.1,0.1
14.592,0,2.1,0.2,0.1,-0.1,-0,-0
14.692,-0.3,6.4,0.3,-0.3,-0.4,-0,0
14.788,-0.4,2.3,2.7,-0.1,-0.7,-0,0.1
14.892,1.3,2.2,1.4,0,-0.8,-0.1,-0
14.99,-1.4,-8.9,24.6,-0.1,-0.6,-0.1,-0.1
15.087,-66.8,-37,55.4,-0.1,-0.1,0.1,-0.1
15.186,-179.6,-154.5,119,0,-0,-0,0
15.285,-286.6,-324.2,169.7,0.1,-0.1,-0.2,0.1
15.387,-342.7,-398,190.2,0,-0.1,-0.1,0.1
15.485,-309.8,-403,187.4,0,0,-0.1,0.1
15.583,-169.7,-300.5,130.7,-0,0,0,0
15.681,-52.7,-121.9,63.7,-0.1,-0.3,0,0
15.784,-14.4,-18.8,36,-0.2,-0.4,-0,-0.1
15.882,-13.5,-28,30.3,-0.2,-0.2,-0,-0.1
15.98,-20.5,-37,31.1,-0.2,-0.2,-0,-0.1
16.079,-23.8,-41.3,32,-0.2,-0.3,-0.1,-0
16.181,-43.5,-82.1,32.3,-0.2,-0.3,-0.1,0
16.279,-125.2,-189.9,102.5,-0.1,-0.2,-0.1,0.1
16.377,-217.4,-267,122.8,-0.2,0.2,-0.1,-0.1
16.477,-280.6,-303.9,121.9,-0.1,0.2,-0,-0.1
16.579,-311.4,-322,135.1,-0.1,-0,0,-0.1
16.677,-322.3,-332.7,147.6,-0.2,-0.1,0.1,-0
16.775,-329.7,-333.5,142.3,-0.3,-0.2,-0,0.2
16.874,-336.1,-330.5,137.9,-0.3,-0.1,-0.1,0.1
16.972,-339.9,-327.9,134,-0.2,-0.1,-0,0
17.074,-350.5,-334.6,132,-0,-0.2,-0.1,-0
17.173,-364.8,-350.3,134.1,-0.1,-0.1,-0.1,0
17.271,-397.7,-421.2,131.2,-0.1,0,-0,0
17.368,-465.2,-498.8,115,-0.1,0.1,0,-0
17.471,-533.8,-543.6,86.2,-0.1,0,-0,-0.1
17.571,-576.5,-599.6,99,-0.2,0,-0,0
17.668,-626.3,-675.3,97.5,-0.2,0.2,-0.1,0.1
17.766,-673.4,-693,118.9,-0.4,0.2,-0,0
17.868,-679.1,-734.9,152.3,-0.4,0.1,-0,-0.1
17.967,-647.5,-700.8,156.4,-0.5,0.1,-0,-0.2
18.066,-480,-474.2,105.2,-0.4,0.3,-0,-0.2
18.163,-250.4,-194.4,10.8,-0.3,0.3,-0,-0.2
18.267,-89.4,-55.6,-3.2,-0.2,-0.4,-0.1,-0.2
18.364,-12.1,-8.3,1.3,-0.2,-0.6,-0.1,-0.1
18.463,1,-1.9,-1.1,-0.3,-0.5,-0.1,-0.2
18.56,1.5,-1.6,-0.5,-0.2,-0.4,-0.2,-0.2
18.663,1.7,-0.1,-0.3,-0.3,-0.2,-0.1,-0
18.763,1.7,-0,-0,-0.2,-0.3,-0,0
18.86,1.8,-0,-0.1,-0.1,-0.3,0,-0
18.958,1.8,0.1,-0.1,-0.2,-0.3,-0.1,-0.1
19.598,1.8,0.1,-0.2,-0.3,-0.3,-0.1,-0.2
19.674,1.8,-0,-0,-0.2,-0.2,-0.1,-0.1
19.688,1.8,0,0.1,-0.1,-0.2,0,-0.1
19.702,1.9,0,0,-0.2,-0.3,-0,-0.1
19.733,2,0,0.1,-0.3,-0.3,-0.1,-0
19.744,1.9,0,0.1,-0.3,-0.3,-0.1,0
19.761,1.8,0,0.3,-0.2,-0.3,-0.1,-0.1
19.775,1.8,0,0.4,-0.2,-0.4,-0.1,-0.1
19.853,1.9,0,0.4,-0.1,-0.4,-0,-0.1
19.954,1.9,0,0.4,-0.2,-0.2,-0,-0.1
20.052,1.9,-0.1,0.5,-0.1,-0.3,-0.1,-0.1
20.15,2,-0.2,0.5,-0.1,-0.2,-0.1,-0.1
20.248,1.9,-0.3,0.6,-0.1,-0.2,-0.1,-0.2
20.35,2,-0.2,0.7,-0.1,-0.1,-0.2,-0.1
20.449,2,-0.2,0.8,-0.2,-0.2,-0.2,-0
20.547,2,-0.3,0.8,-0.2,-0.2,-0.1,-0.1
20.647,2,-0.3,0.8,-0.2,-0.2,-0,-0.1
20.743,1.9,-0.2,0.9,0,-0.2,-0,-0.1
20.846,1.8,-0.2,0.8,-0,-0.2,-0,-0.1
20.945,1.9,-0.3,0.9,-0.1,-0.4,0,-0.1
21.044,1.9,-0.5,0.9,-0.1,-0.4,-0,-0.2
21.142,1.9,-0.4,0.9,-0.1,-0.3,-0.1,-0.1
